agency_cd	site_no	datetime	148640_00060_00003	148640_00060_00003_cd	148641_00065_00003	148641_00065_00003_cd
USGS	12080010	1996-03-03	537	A	25.88	A
USGS	12080010	1996-03-04	617	A	26.06	A
USGS	12080010	1996-03-05	711	A	26.24	A
USGS	12080010	1996-03-06	722	A	26.27	A
USGS	12080010	1996-03-07	688	A	26.20	A
USGS	12080010	1996-03-08	660	A	26.14	A
USGS	12080010	1996-03-09	640	A	26.10	A
USGS	12080010	1996-03-10	632	A	26.09	A
USGS	12080010	1996-03-11	618	A	26.06	A
USGS	12080010	1996-03-12	605	A	26.03	A
USGS	12080010	1996-03-13	565	A	25.95	A
USGS	12080010	1996-03-14	522	A	25.85	A
USGS	12080010	1996-03-15	490	A	25.78	A
USGS	12080010	1996-03-16	463	A	25.71	A
USGS	12080010	1996-03-17	442	A	25.66	A
USGS	12080010	1996-03-18	422	A	25.62	A
USGS	12080010	1996-03-19	412	A	25.59	A
USGS	12080010	1996-03-20	403	A	25.57	A
USGS	12080010	1996-03-21	389	A	25.53	A
USGS	12080010	1996-03-22	392	A	25.54	A
USGS	12080010	1996-03-23	383	A	25.51	A
USGS	12080010	1996-03-24	366	A	25.47	A
USGS	12080010	1996-03-25	352	A	25.43	A
USGS	12080010	1996-03-26	344	A	25.41	A
USGS	12080010	1996-03-27	339	A	25.39	A
USGS	12080010	1996-03-28	330	A	25.37	A
USGS	12080010	1996-03-29	326	A	25.36	A
USGS	12080010	1996-03-30	326	A	25.36	A
USGS	12080010	1996-03-31	323	A	25.35	A
USGS	12080010	1996-04-01	378	A	25.50	A
USGS	12080010	1996-04-02	512	A	25.83	A
USGS	12080010	1996-04-03	487	A	25.77	A
USGS	12080010	1996-04-04	428	A	25.63	A
USGS	12080010	1996-04-05	390	A	25.53	A
USGS	12080010	1996-04-06	372	A	25.49	A
USGS	12080010	1996-04-07	360	A	25.45	A
USGS	12080010	1996-04-08	343	A	25.41	A
USGS	12080010	1996-04-09	328	A	25.37	A
USGS	12080010	1996-04-10	324	A	25.35	A
USGS	12080010	1996-04-11	332	A	25.38	A
USGS	12080010	1996-04-12	407	A	25.57	A
USGS	12080010	1996-04-13	569	A	25.96	A
USGS	12080010	1996-04-14	548	A	25.91	A
USGS	12080010	1996-04-15	491	A	25.78	A
USGS	12080010	1996-04-16	531	A	25.87	A
USGS	12080010	1996-04-17	593	A	26.01	A
USGS	12080010	1996-04-18	632	A	26.09	A
USGS	12080010	1996-04-19	587	A	25.99	A
USGS	12080010	1996-04-20	560	A	25.94	A
USGS	12080010	1996-04-21	513	A	25.83	A
USGS	12080010	1996-04-22	494	A	25.79	A
USGS	12080010	1996-04-23	961	A	26.68	A
USGS	12080010	1996-04-24	2750	A	29.25	A
USGS	12080010	1996-04-25	1550	A	27.68	A
USGS	12080010	1996-04-26	1230	A	27.20	A
USGS	12080010	1996-04-27	1040	A	26.85	A
USGS	12080010	1996-04-28	850	A	26.50	A
USGS	12080010	1996-04-29	718	A	26.26	A
USGS	12080010	1996-04-30	624	A	26.07	A
USGS	12080010	1996-05-01	564	A	25.95	A
USGS	12080010	1996-05-02	521	A	25.85	A
USGS	12080010	1996-05-03	486	A	25.77	A
USGS	12080010	1996-05-04	460	A	25.71	A
USGS	12080010	1996-05-05	432	A	25.64	A
USGS	12080010	1996-05-06	408	A	25.58	A
USGS	12080010	1996-05-07	390	A	25.53	A
USGS	12080010	1996-05-08	382	A	25.51	A
USGS	12080010	1996-05-09	364	A	25.46	A
USGS	12080010	1996-05-10	349	A	25.42	A
USGS	12080010	1996-05-11	346	A	25.41	A
USGS	12080010	1996-05-12	359	A	25.45	A
USGS	12080010	1996-05-13	403	A	25.57	A
USGS	12080010	1996-05-14	455	A	25.69	A
USGS	12080010	1996-05-15	437	A	25.65	A
USGS	12080010	1996-05-16	442	A	25.66	A
USGS	12080010	1996-05-17	448	A	25.68	A
USGS	12080010	1996-05-18	533	A	25.88	A
USGS	12080010	1996-05-19	643	A	26.11	A
USGS	12080010	1996-05-20	647	A	26.12	A
USGS	12080010	1996-05-21	565	A	25.95	A
USGS	12080010	1996-05-22	536	A	25.88	A
USGS	12080010	1996-05-23	544	A	25.90	A
USGS	12080010	1996-05-24	532	A	25.87	A
USGS	12080010	1996-05-25	482	A	25.76	A
USGS	12080010	1996-05-26	437	A	25.65	A
USGS	12080010	1996-05-27	404	A	25.57	A
USGS	12080010	1996-05-28	377	A	25.50	A
USGS	12080010	1996-05-29	364	A	25.46	A
USGS	12080010	1996-05-30	347	A	25.42	A
USGS	12080010	1996-05-31	332	A	25.38	A
USGS	12080010	1996-06-01	321	A	25.34	A
USGS	12080010	1996-06-02	313	A	25.32	A
USGS	12080010	1996-06-03	301	A	25.28	A
USGS	12080010	1996-06-04	290	A	25.25	A
USGS	12080010	1996-06-05	280	A	25.22	A
USGS	12080010	1996-06-06	273	A	25.20	A
USGS	12080010	1996-06-07	261	A	25.17	A
USGS	12080010	1996-06-08	255	A	25.14	A
USGS	12080010	1996-06-09	246	A	25.12	A
USGS	12080010	1996-06-10	242	A	25.10	A
USGS	12080010	1996-06-11	238	A	25.09	A
USGS	12080010	1996-06-12	233	A	25.07	A
USGS	12080010	1996-06-13	229	A	25.06	A
USGS	12080010	1996-06-14	225	A	25.05	A
USGS	12080010	1996-06-15	222	A	25.04	A
USGS	12080010	1996-06-16	219	A	25.02	A
USGS	12080010	1996-06-17	223	A	25.04	A
USGS	12080010	1996-06-18	225	A	25.05	A
USGS	12080010	1996-06-19	220	A	25.03	A
USGS	12080010	1996-06-20	207	A	24.98	A
USGS	12080010	1996-06-21	203	A	24.97	A
USGS	12080010	1996-06-22	199	A	24.95	A
USGS	12080010	1996-06-23	214	A	25.01	A
USGS	12080010	1996-06-24	230	A	25.06	A
USGS	12080010	1996-06-25	216	A	25.01	A
USGS	12080010	1996-06-26	203	A	24.97	A
USGS	12080010	1996-06-27	195	A	24.94	A
USGS	12080010	1996-06-28	193	A	24.93	A
USGS	12080010	1996-06-29	191	A	24.93	A
USGS	12080010	1996-06-30	187	A	24.91	A
USGS	12080010	1996-07-01	184	A	24.90	A
USGS	12080010	1996-07-02	176	A	24.87	A
USGS	12080010	1996-07-03	176	A	24.87	A
USGS	12080010	1996-07-04	176	A	24.87	A
USGS	12080010	1996-07-05	175	A	24.86	A
USGS	12080010	1996-07-06	171	A	24.85	A
USGS	12080010	1996-07-07	173	A	24.85	A
USGS	12080010	1996-07-08	169	A	24.84	A
USGS	12080010	1996-07-09	165	A	24.82	A
USGS	12080010	1996-07-10	161	A	24.81	A
USGS	12080010	1996-07-11	158	A	24.80	A
USGS	12080010	1996-07-12	157	A	24.79	A
USGS	12080010	1996-07-13	156	A	24.79	A
USGS	12080010	1996-07-14	162	A	24.81	A
USGS	12080010	1996-07-15	156	A	24.79	A
USGS	12080010	1996-07-16	156	A	24.79	A
USGS	12080010	1996-07-17	175	A	24.86	A
USGS	12080010	1996-07-18	192	A	24.93	A
USGS	12080010	1996-07-19	201	A	24.96	A
USGS	12080010	1996-07-20	199	A	24.95	A
USGS	12080010	1996-07-21	191	A	24.92	A
USGS	12080010	1996-07-22	186	A	24.90	A
USGS	12080010	1996-07-23	177	A	24.87	A
USGS	12080010	1996-07-24	169	A	24.84	A
USGS	12080010	1996-07-25	167	A	24.83	A
USGS	12080010	1996-07-26	162	A	24.81	A
USGS	12080010	1996-07-27	158	A	24.80	A
USGS	12080010	1996-07-28	156	A	24.79	A
USGS	12080010	1996-07-29	155	A	24.78	A
USGS	12080010	1996-07-30	154	A	24.78	A
USGS	12080010	1996-07-31	156	A	24.78	A
USGS	12080010	1996-08-01	152	A	24.77	A
USGS	12080010	1996-08-02	158	A	24.79	A
USGS	12080010	1996-08-03	163	A	24.82	A
USGS	12080010	1996-08-04	168	A	24.83	A
USGS	12080010	1996-08-05	164	A	24.82	A
USGS	12080010	1996-08-06	163	A	24.81	A
USGS	12080010	1996-08-07	161	A	24.81	A
USGS	12080010	1996-08-08	158	A	24.80	A
USGS	12080010	1996-08-09	155	A	24.78	A
USGS	12080010	1996-08-10	154	A	24.78	A
USGS	12080010	1996-08-11	154	A	24.78	A
USGS	12080010	1996-08-12	155	A	24.78	A
USGS	12080010	1996-08-13	154	A	24.77	A
USGS	12080010	1996-08-14	152	A	24.77	A
USGS	12080010	1996-08-15	149	A	24.76	A
USGS	12080010	1996-08-16	148	A	24.75	A
USGS	12080010	1996-08-17	151	A	24.76	A
USGS	12080010	1996-08-18	147	A	24.75	A
USGS	12080010	1996-08-19	137	A	24.70	A
USGS	12080010	1996-08-20	135	A	24.70	A
USGS	12080010	1996-08-21	145	A	24.74	A
USGS	12080010	1996-08-22	135	A	24.70	A
USGS	12080010	1996-08-23	111	A	24.58	A
USGS	12080010	1996-08-24	111	A	24.58	A
USGS	12080010	1996-08-25	110	A	24.58	A
USGS	12080010	1996-08-26	111	A	24.58	A
USGS	12080010	1996-08-27	111	A	24.58	A
USGS	12080010	1996-08-28	111	A	24.58	A
USGS	12080010	1996-08-29	110	A	24.57	A
USGS	12080010	1996-08-30	109	A	24.57	A
USGS	12080010	1996-08-31	107	A	24.56	A
USGS	12080010	1996-09-01	108	A	24.56	A
USGS	12080010	1996-09-02	107	A	24.56	A
USGS	12080010	1996-09-03	112	A	24.59	A
USGS	12080010	1996-09-04	109	A	24.57	A
USGS	12080010	1996-09-05	111	A	24.58	A
USGS	12080010	1996-09-06	109	A	24.57	A
USGS	12080010	1996-09-07	109	A	24.57	A
USGS	12080010	1996-09-08	109	A	24.57	A
USGS	12080010	1996-09-09	107	A	24.56	A
USGS	12080010	1996-09-10	105	A	24.55	A
USGS	12080010	1996-09-11	104	A	24.54	A
USGS	12080010	1996-09-12	103	A	24.54	A
USGS	12080010	1996-09-13	105	A:e
USGS	12080010	1996-09-14	115	A:e
USGS	12080010	1996-09-15	150	A:e
USGS	12080010	1996-09-16	170	A:e
USGS	12080010	1996-09-17	130	A:e
USGS	12080010	1996-09-18	115	A:e
USGS	12080010	1996-09-19	115	A	24.61	A
USGS	12080010	1996-09-20	115	A	24.61	A
USGS	12080010	1996-09-21	114	A	24.60	A
USGS	12080010	1996-09-22	112	A	24.59	A
USGS	12080010	1996-09-23	111	A	24.58	A
USGS	12080010	1996-09-24	112	A	24.59	A
USGS	12080010	1996-09-25	108	A	24.56	A
USGS	12080010	1996-09-26	107	A	24.56	A
USGS	12080010	1996-09-27	106	A	24.56	A
USGS	12080010	1996-09-28	104	A	24.54	A
USGS	12080010	1996-09-29	104	A	24.54	A
USGS	12080010	1996-09-30	104	A	24.54	A
USGS	12080010	1996-10-01	104	A	24.54	A
USGS	12080010	1996-10-02	103	A	24.53	A
USGS	12080010	1996-10-03	104	A	24.54	A
USGS	12080010	1996-10-04	108	A	24.57	A
USGS	12080010	1996-10-05	107	A	24.56	A
USGS	12080010	1996-10-06	112	A	24.59	A
USGS	12080010	1996-10-07	106	A	24.55	A
USGS	12080010	1996-10-08	102	A	24.53	A
USGS	12080010	1996-10-09	100	A	24.52	A
USGS	12080010	1996-10-10	99.0	A	24.51	A
USGS	12080010	1996-10-11	99.0	A	24.51	A
USGS	12080010	1996-10-12	99.0	A	24.51	A
USGS	12080010	1996-10-13	111	A	24.58	A
USGS	12080010	1996-10-14	139	A	24.71	A
USGS	12080010	1996-10-15	176	A	24.86	A
USGS	12080010	1996-10-16	191	A	24.92	A
USGS	12080010	1996-10-17	170	A	24.84	A
USGS	12080010	1996-10-18	219	A	25.00	A
USGS	12080010	1996-10-19	364	A	25.47	A
USGS	12080010	1996-10-20	274	A	25.20	A
USGS	12080010	1996-10-21	225	A	25.04	A
USGS	12080010	1996-10-22	214	A	25.01	A
USGS	12080010	1996-10-23	248	A	25.12	A
USGS	12080010	1996-10-24	296	A	25.27	A
USGS	12080010	1996-10-25	400	A:e
USGS	12080010	1996-10-26	300	A:e
USGS	12080010	1996-10-27	235	A:e
USGS	12080010	1996-10-28	270	A:e
USGS	12080010	1996-10-29	310	A:e
USGS	12080010	1996-10-30	260	A:e
USGS	12080010	1996-10-31	230	A	25.06	A
USGS	12080010	1996-11-01	211	A	25.00	A
USGS	12080010	1996-11-02	195	A	24.94	A
USGS	12080010	1996-11-03	186	A	24.90	A
USGS	12080010	1996-11-04	183	A	24.89	A
USGS	12080010	1996-11-05	182	A	24.89	A
USGS	12080010	1996-11-06	193	A	24.93	A
USGS	12080010	1996-11-07	223	A	25.04	A
USGS	12080010	1996-11-08	229	A	25.06	A
USGS	12080010	1996-11-09	217	A	25.01	A
USGS	12080010	1996-11-10	204	A	24.97	A
USGS	12080010	1996-11-11	192	A	24.93	A
USGS	12080010	1996-11-12	191	A	24.92	A
USGS	12080010	1996-11-13	230	A	25.06	A
USGS	12080010	1996-11-14	346	A	25.42	A
USGS	12080010	1996-11-15	331	A	25.37	A
USGS	12080010	1996-11-16	310	A	25.31	A
USGS	12080010	1996-11-17	346	A	25.41	A
USGS	12080010	1996-11-18	394	A	25.55	A
USGS	12080010	1996-11-19	392	A	25.54	A
USGS	12080010	1996-11-20	361	A	25.46	A
USGS	12080010	1996-11-21	333	A	25.38	A
USGS	12080010	1996-11-22	331	A	25.38	A
USGS	12080010	1996-11-23	322	A	25.35	A
USGS	12080010	1996-11-24	498	A	25.77	A
USGS	12080010	1996-11-25	1070	A	26.90	A
USGS	12080010	1996-11-26	901	A	26.60	A
USGS	12080010	1996-11-27	784	A	26.38	A
USGS	12080010	1996-11-28	1840	A	28.09	A
USGS	12080010	1996-11-29	1330	A	27.28	A
USGS	12080010	1996-11-30	900	A	26.49	A
USGS	12080010	1996-12-01	904	A	26.50	A
USGS	12080010	1996-12-02	931	A	26.56	A
USGS	12080010	1996-12-03	931	A	26.56	A
USGS	12080010	1996-12-04	869	A	26.43	A
USGS	12080010	1996-12-05	1780	A	28.00	A
USGS	12080010	1996-12-06	1370	A	27.35	A
USGS	12080010	1996-12-07	1110	A	26.89	A
USGS	12080010	1996-12-08	1210	A	27.08	A
USGS	12080010	1996-12-09	1260	A	27.16	A
USGS	12080010	1996-12-10	1140	A	26.94	A
USGS	12080010	1996-12-11	1240	A	27.12	A
USGS	12080010	1996-12-12	1110	A	26.89	A
USGS	12080010	1996-12-13	1040	A	26.77	A
USGS	12080010	1996-12-14	1090	A	26.86	A
USGS	12080010	1996-12-15	919	A	26.53	A
USGS	12080010	1996-12-16	791	A	26.27	A
USGS	12080010	1996-12-17	706	A	26.09	A
USGS	12080010	1996-12-18	646	A	25.95	A
USGS	12080010	1996-12-19	609	A	25.86	A
USGS	12080010	1996-12-20	619	A	25.89	A
USGS	12080010	1996-12-21	675	A	26.02	A
USGS	12080010	1996-12-22	676	A	26.02	A
USGS	12080010	1996-12-23	681	A	26.03	A
USGS	12080010	1996-12-24	767	A	26.22	A
USGS	12080010	1996-12-25	1340	A	27.29	A
USGS	12080010	1996-12-26	1300	A	27.25	A
USGS	12080010	1996-12-27	1880	A	28.12	A
USGS	12080010	1996-12-28	1810	A	28.03	A
USGS	12080010	1996-12-29	1720	A	27.87	A
USGS	12080010	1996-12-30	5240	A	31.44	A
USGS	12080010	1996-12-31	3890	A	30.43	A
USGS	12080010	1997-01-01	3680	A	30.23	A
USGS	12080010	1997-01-02	3580	A	30.14	A
USGS	12080010	1997-01-03	3230	A	29.78	A
USGS	12080010	1997-01-04	2210	A	28.60	A
USGS	12080010	1997-01-05	1610	A	27.76	A
USGS	12080010	1997-01-06	1360	A	27.34	A
USGS	12080010	1997-01-07	1310	A	27.25	A
USGS	12080010	1997-01-08	1220	A	27.10	A
USGS	12080010	1997-01-09	1120	A	26.91	A
USGS	12080010	1997-01-10	1030	A	26.74	A
USGS	12080010	1997-01-11	957	A	26.61	A
USGS	12080010	1997-01-12	896	A	26.49	A
USGS	12080010	1997-01-13	836	A	26.37	A
USGS	12080010	1997-01-14	784	A	26.26	A
USGS	12080010	1997-01-15	732	A	26.14	A
USGS	12080010	1997-01-16	701	A	26.08	A
USGS	12080010	1997-01-17	762	A	26.21	A
USGS	12080010	1997-01-18	1140	A	26.94	A
USGS	12080010	1997-01-19	1150	A	26.97	A
USGS	12080010	1997-01-20	1060	A	26.80	A
USGS	12080010	1997-01-21	1020	A	26.73	A
USGS	12080010	1997-01-22	931	A	26.56	A
USGS	12080010	1997-01-23	863	A	26.42	A
USGS	12080010	1997-01-24	831	A	26.36	A
USGS	12080010	1997-01-25	781	A	26.25	A
USGS	12080010	1997-01-26	729	A	26.14	A
USGS	12080010	1997-01-27	688	A	26.05	A
USGS	12080010	1997-01-28	764	A	26.21	A
USGS	12080010	1997-01-29	824	A	26.34	A
USGS	12080010	1997-01-30	979	A	26.64	A
USGS	12080010	1997-01-31	1190	A	27.05	A
USGS	12080010	1997-02-01	1260	A	27.17	A
USGS	12080010	1997-02-02	1220	A	27.10	A
USGS	12080010	1997-02-03	1030	A	26.74	A
USGS	12080010	1997-02-04	876	A	26.45	A
USGS	12080010	1997-02-05	779	A	26.25	A
USGS	12080010	1997-02-06	715	A	26.11	A
USGS	12080010	1997-02-07	679	A	26.03	A
USGS	12080010	1997-02-08	653	A	25.97	A
USGS	12080010	1997-02-09	618	A	25.88	A
USGS	12080010	1997-02-10	600	A	25.84	A
USGS	12080010	1997-02-11	595	A	25.83	A
USGS	12080010	1997-02-12	706	A	26.08	A
USGS	12080010	1997-02-13	838	A	26.37	A
USGS	12080010	1997-02-14	821	A	26.33	A
USGS	12080010	1997-02-15	896	A	26.49	A
USGS	12080010	1997-02-16	836	A	26.37	A
USGS	12080010	1997-02-17	785	A	26.26	A
USGS	12080010	1997-02-18	787	A	26.26	A
USGS	12080010	1997-02-19	1080	A	26.83	A
USGS	12080010	1997-02-20	1380	A	27.37	A
USGS	12080010	1997-02-21	1110	A	26.89	A
USGS	12080010	1997-02-22	906	A	26.51	A
USGS	12080010	1997-02-23	795	A	26.28	A
USGS	12080010	1997-02-24	722	A	26.12	A
USGS	12080010	1997-02-25	677	A	26.02	A
USGS	12080010	1997-02-26	640	A	25.94	A
USGS	12080010	1997-02-27	623	A	25.89	A
USGS	12080010	1997-02-28	604	A	25.85	A
USGS	12080010	1997-03-01	684	A	26.03	A
USGS	12080010	1997-03-02	1120	A	26.92	A
USGS	12080010	1997-03-03	1060	A	26.79	A
USGS	12080010	1997-03-04	884	A	26.46	A
USGS	12080010	1997-03-05	786	A	26.26	A
USGS	12080010	1997-03-06	794	A	26.28	A
USGS	12080010	1997-03-07	1240	A	27.12	A
USGS	12080010	1997-03-08	1360	A	27.33	A
USGS	12080010	1997-03-09	1220	A	27.08	A
USGS	12080010	1997-03-10	1290	A	27.22	A
USGS	12080010	1997-03-11	1060	A	26.79	A
USGS	12080010	1997-03-12	948	A	26.59	A
USGS	12080010	1997-03-13	862	A	26.42	A
USGS	12080010	1997-03-14	793	A	26.28	A
USGS	12080010	1997-03-15	874	A	26.44	A
USGS	12080010	1997-03-16	1290	A	27.22	A
USGS	12080010	1997-03-17	1220	A	27.09	A
USGS	12080010	1997-03-18	1240	A	27.14	A
USGS	12080010	1997-03-19	2320	A	28.70	A
USGS	12080010	1997-03-20	2760	A	29.26	A
USGS	12080010	1997-03-21	1760	A	27.98	A
USGS	12080010	1997-03-22	1270	A	27.18	A
USGS	12080010	1997-03-23	1060	A	26.80	A
USGS	12080010	1997-03-24	918	A	26.53	A
USGS	12080010	1997-03-25	822	A	26.34	A
USGS	12080010	1997-03-26	772	A	26.23	A
USGS	12080010	1997-03-27	772	A	26.23	A
USGS	12080010	1997-03-28	764	A	26.21	A
USGS	12080010	1997-03-29	740	A	26.16	A
USGS	12080010	1997-03-30	708	A	26.09	A
USGS	12080010	1997-03-31	702	A	26.08	A
USGS	12080010	1997-04-01	679	A	26.02	A
USGS	12080010	1997-04-02	644	A	25.94	A
USGS	12080010	1997-04-03	621	A	25.89	A
USGS	12080010	1997-04-04	602	A	25.85	A
USGS	12080010	1997-04-05	582	A	25.80	A
USGS	12080010	1997-04-06	564	A	25.75	A
USGS	12080010	1997-04-07	546	A	25.70	A
USGS	12080010	1997-04-08	534	A	25.67	A
USGS	12080010	1997-04-09	532	A	25.67	A
USGS	12080010	1997-04-10	532	A	25.67	A
USGS	12080010	1997-04-11	525	A	25.65	A
USGS	12080010	1997-04-12	508	A	25.61	A
USGS	12080010	1997-04-13	513	A	25.62	A
USGS	12080010	1997-04-14	580	A	25.79	A
USGS	12080010	1997-04-15	614	A	25.87	A
USGS	12080010	1997-04-16	622	A	25.89	A
USGS	12080010	1997-04-17	636	A	25.93	A
USGS	12080010	1997-04-18	606	A	25.85	A
USGS	12080010	1997-04-19	605	A	25.85	A
USGS	12080010	1997-04-20	1070	A	26.79	A
USGS	12080010	1997-04-21	1140	A	27.05	A
USGS	12080010	1997-04-22	812	A	26.44	A
USGS	12080010	1997-04-23	710	A	26.27	A
USGS	12080010	1997-04-24	679	A	26.21	A
USGS	12080010	1997-04-25	617	A	26.09	A
USGS	12080010	1997-04-26	554	A	25.97	A
USGS	12080010	1997-04-27	531	A	25.92	A
USGS	12080010	1997-04-28	521	A	25.90	A
USGS	12080010	1997-04-29	494	A	25.84	A
USGS	12080010	1997-04-30	492	A	25.84	A
USGS	12080010	1997-05-01	590	A	26.04	A
USGS	12080010	1997-05-02	583	A	26.03	A
USGS	12080010	1997-05-03	533	A	25.93	A
USGS	12080010	1997-05-04	509	A	25.88	A
USGS	12080010	1997-05-05	487	A	25.83	A
USGS	12080010	1997-05-06	499	A	25.86	A
USGS	12080010	1997-05-07	511	A	25.88	A
USGS	12080010	1997-05-08	479	A	25.81	A
USGS	12080010	1997-05-09	443	A	25.73	A
USGS	12080010	1997-05-10	409	A	25.65	A
USGS	12080010	1997-05-11	385	A	25.59	A
USGS	12080010	1997-05-12	367	A	25.55	A
USGS	12080010	1997-05-13	350	A	25.50	A
USGS	12080010	1997-05-14	335	A	25.47	A
USGS	12080010	1997-05-15	321	A	25.43	A
USGS	12080010	1997-05-16	308	A	25.39	A
USGS	12080010	1997-05-17	297	A	25.36	A
USGS	12080010	1997-05-18	288	A	25.34	A
USGS	12080010	1997-05-19	280	A	25.32	A
USGS	12080010	1997-05-20	278	A	25.31	A
USGS	12080010	1997-05-21	282	A	25.32	A
USGS	12080010	1997-05-22	271	A	25.29	A
USGS	12080010	1997-05-23	266	A	25.27	A
USGS	12080010	1997-05-24	268	A	25.28	A
USGS	12080010	1997-05-25	259	A	25.25	A
USGS	12080010	1997-05-26	253	A	25.23	A
USGS	12080010	1997-05-27	255	A	25.24	A
USGS	12080010	1997-05-28	262	A	25.26	A
USGS	12080010	1997-05-29	258	A	25.25	A
USGS	12080010	1997-05-30	268	A	25.28	A
USGS	12080010	1997-05-31	346	A	25.49	A
USGS	12080010	1997-06-01	743	A	26.32	A
USGS	12080010	1997-06-02	547	A	25.95	A
USGS	12080010	1997-06-03	448	A	25.74	A
USGS	12080010	1997-06-04	414	A	25.66	A
USGS	12080010	1997-06-05	397	A	25.62	A
USGS	12080010	1997-06-06	373	A	25.56	A
USGS	12080010	1997-06-07	342	A	25.48	A
USGS	12080010	1997-06-08	320	A	25.43	A
USGS	12080010	1997-06-09	302	A	25.38	A
USGS	12080010	1997-06-10	287	A	25.33	A
USGS	12080010	1997-06-11	276	A	25.30	A
USGS	12080010	1997-06-12	272	A	25.29	A
USGS	12080010	1997-06-13	264	A	25.27	A
USGS	12080010	1997-06-14	253	A	25.24	A
USGS	12080010	1997-06-15	245	A	25.21	A
USGS	12080010	1997-06-16	240	A	25.19	A
USGS	12080010	1997-06-17	251	A	25.23	A
USGS	12080010	1997-06-18	257	A	25.25	A
USGS	12080010	1997-06-19	240	A	25.20	A
USGS	12080010	1997-06-20	231	A	25.17	A
USGS	12080010	1997-06-21	234	A	25.18	A
USGS	12080010	1997-06-22	253	A	25.24	A
USGS	12080010	1997-06-23	249	A	25.22	A
USGS	12080010	1997-06-24	234	A	25.18	A
USGS	12080010	1997-06-25	225	A	25.15	A
USGS	12080010	1997-06-26	222	A	25.14	A
USGS	12080010	1997-06-27	217	A	25.12	A
USGS	12080010	1997-06-28	215	A	25.12	A
USGS	12080010	1997-06-29	217	A	25.12	A
USGS	12080010	1997-06-30	217	A	25.12	A
USGS	12080010	1997-07-01	211	A	25.10	A
USGS	12080010	1997-07-02	209	A	25.10	A
USGS	12080010	1997-07-03	202	A	25.08	A
USGS	12080010	1997-07-04	195	A	25.05	A
USGS	12080010	1997-07-05	193	A	25.04	A
USGS	12080010	1997-07-06	192	A	25.04	A
USGS	12080010	1997-07-07	188	A	25.02	A
USGS	12080010	1997-07-08	199	A	25.06	A
USGS	12080010	1997-07-09	213	A	25.11	A
USGS	12080010	1997-07-10	242	A	25.20	A
USGS	12080010	1997-07-11	236	A	25.18	A
USGS	12080010	1997-07-12	223	A	25.14	A
USGS	12080010	1997-07-13	212	A	25.11	A
USGS	12080010	1997-07-14	203	A	25.08	A
USGS	12080010	1997-07-15	195	A	25.05	A
USGS	12080010	1997-07-16	190	A	25.03	A
USGS	12080010	1997-07-17	184	A	25.01	A
USGS	12080010	1997-07-18	177	A	24.99	A
USGS	12080010	1997-07-19	173	A	24.97	A
USGS	12080010	1997-07-20	170	A	24.96	A
USGS	12080010	1997-07-21	169	A	24.96	A
USGS	12080010	1997-07-22	168	A	24.95	A
USGS	12080010	1997-07-23	166	A	24.94	A
USGS	12080010	1997-07-24	164	A	24.93	A
USGS	12080010	1997-07-25	162	A	24.92	A
USGS	12080010	1997-07-26	159	A	24.91	A
USGS	12080010	1997-07-27	158	A	24.90	A
USGS	12080010	1997-07-28	156	A	24.90	A
USGS	12080010	1997-07-29	157	A	24.90	A
USGS	12080010	1997-07-30	154	A	24.89	A
USGS	12080010	1997-07-31	153	A	24.88	A
USGS	12080010	1997-08-01	152	A	24.88	A
USGS	12080010	1997-08-02	151	A	24.87	A
USGS	12080010	1997-08-03	150	A	24.87	A
USGS	12080010	1997-08-04	149	A	24.86	A
USGS	12080010	1997-08-05	148	A	24.85	A
USGS	12080010	1997-08-06	147	A	24.85	A
USGS	12080010	1997-08-07	145	A	24.84	A
USGS	12080010	1997-08-08	144	A	24.84	A
USGS	12080010	1997-08-09	143	A	24.83	A
USGS	12080010	1997-08-10	142	A	24.83	A
USGS	12080010	1997-08-11	144	A	24.84	A
USGS	12080010	1997-08-12	144	A	24.83	A
USGS	12080010	1997-08-13	144	A	24.84	A
USGS	12080010	1997-08-14	141	A	24.82	A
USGS	12080010	1997-08-15	145	A	24.84	A
USGS	12080010	1997-08-16	149	A	24.86	A
USGS	12080010	1997-08-17	148	A	24.86	A
USGS	12080010	1997-08-18	147	A	24.85	A
USGS	12080010	1997-08-19	147	A	24.85	A
USGS	12080010	1997-08-20	150	A	24.87	A
USGS	12080010	1997-08-21	151	A	24.87	A
USGS	12080010	1997-08-22	151	A	24.87	A
USGS	12080010	1997-08-23	148	A	24.86	A
USGS	12080010	1997-08-24	151	A	24.87	A
USGS	12080010	1997-08-25	153	A	24.88	A
USGS	12080010	1997-08-26	167	A	24.94	A
USGS	12080010	1997-08-27	174	A	24.97	A
USGS	12080010	1997-08-28	159	A	24.90	A
USGS	12080010	1997-08-29	137	A	24.80	A
USGS	12080010	1997-08-30	131	A	24.77	A
USGS	12080010	1997-08-31	128	A	24.76	A
USGS	12080010	1997-09-01	126	A	24.75	A
USGS	12080010	1997-09-02	124	A	24.74	A
USGS	12080010	1997-09-03	122	A	24.72	A
USGS	12080010	1997-09-04	121	A	24.72	A
USGS	12080010	1997-09-05	120	A	24.71	A
USGS	12080010	1997-09-06	120	A	24.71	A
USGS	12080010	1997-09-07	118	A	24.70	A
USGS	12080010	1997-09-08	118	A	24.70	A
USGS	12080010	1997-09-09	119	A	24.70	A
